xlssc,RA,Dec,z [N_z],Source,R_{spec},F_{14}^{[0.5-2],F_{14}^{[0.5-2] error  (\pm),T_X,T_X  error \m,T_X  error \P,R_{500},L_{500}^{bol},L(Bol) 44,L_{500}^{bol} error \pm,L_{500}^{[0.5-2]},L(0.5-2) 44,L_{500}^{[0.5-2]} error \pm,L_corrected,M_{500} (M1),M_{500} (M2),,ref,,
,,,,,,,,,,,,,,,,,,,,,,,11.6,0.623397525
,,,,,,,,,,,,,,,,,,,,,,,11.61,0.623401901
,,,,,,,,,,,,,,,,,,,,,,,11.62,0.623405824
,,,,,,,,,,,,,,,,,,,,,,,11.63,0.623408997
,,,,,,,,,,,,,,,,,,,,,,,11.64,0.62341413
,,,,,,,,,,,,,,,,,,,,,,,11.65,0.623417305
,,,,,,,,,,,,,,,,,,,,,,,11.66,0.623420481
,,,,,,,,,,,,,,,,,,,,,,,11.67,0.62342562
,,,,,,,,,,,,,,,,,,,,,,,11.68,0.623428799
,,,,,,,,,,,,,,,,,,,,,,,11.69,0.623433941
,,,,,,,,,,,,,,,,,,,,,,,11.7,0.623437122
,,,,,,,,,,,,,,,,,,,,,,,11.71,0.623441059
,,,,,,,,,,,,,,,,,,,,,,,11.72,0.623445452
,,,,,,,,,,,,,,,,,,,,,,,11.73,0.623449392
,,,,,,,,,,,,,,,,,,,,,,,11.74,0.623452579
,,,,,,,,,,,,,,,,,,,,,,,11.75,0.623456977
,,,,,,,,,,,,,,,,,,,,,,,11.76,0.623460921
,,,,,,,,,,,,,,,,,,,,,,,11.77,0.623465322
,,,,,,,,,,,,,,,,,,,,,,,11.78,0.623469269
,,,,,,,,,,,,,,,,,,,,,,,11.79,0.623472463
,,,,,,,,,,,,,,,,,,,,,,,11.8,0.623477624
,,,,,,,,,,,,,,,,,,,,,,,11.81,0.62348082
,,,,,,,,,,,,,,,,,,,,,,,11.82,0.623484018
,,,,,,,,,,,,,,,,,,,,,,,11.83,0.623489184
,,,,,,,,,,,,,,,,,,,,,,,11.84,0.623492384
,,,,,,,,,,,,,,,,,,,,,,,11.85,0.623497554
,,,,,,,,,,,,,,,,,,,,,,,11.86,0.623500757
,,,,,,,,,,,,,,,,,,,,,,,11.87,0.623504718
,,,,,,,,,,,,,,,,,,,,,,,11.88,0.623509136
,,,,,,,,,,,,,,,,,,,,,,,11.89,0.623512343
,,,,,,,,,,,,,,,,,,,,,,,11.9,0.623516308
,,,,,,,,,,,,,,,,,,,,,,,11.91,0.623520732
,,,,,,,,,,,,,,,,,,,,,,,11.92,0.6235247
,,,,,,,,,,,,,,,,,,,,,,,11.93,0.623527912
,,,,,,,,,,,,,,,,,,,,,,,11.94,0.623533097
,,,,,,,,,,,,,,,,,,,,,,,11.95,0.623536313
,,,,,,,,,,,,,,,,,,,,,,,11.96,0.623541501
,,,,,,,,,,,,,,,,,,,,,,,11.97,0.623544719
,,,,,,,,,,,,,,,,,,,,,,,11.98,0.623547939
,,,,,,,,,,,,,,,,,,,,,,,11.99,0.623553132
,,,,,,,,,,,,,,,,,,,,,,,12,0.623556355
,,,,,,,,,,,,,,,,,,,,,,,12.01,0.623560336
,,,,,,,,,,,,,,,,,,,,,,,12.02,0.623564777
,,,,,,,,,,,,,,,,,,,,,,,12.03,0.623568761
,,,,,,,,,,,,,,,,,,,,,,,12.04,0.623573206
,,,,,,,,,,,,,,,,,,,,,,,12.05,0.623576435
,,,,,,,,,,,,,,,,,,,,,,,12.06,0.623580424
,,,,,,,,,,,,,,,,,,,,,,,12.07,0.623584872
,,,,,,,,,,,,,,,,,,,,,,,12.08,0.623588865
,,,,,,,,,,,,,,,,,,,,,,,12.09,0.623592099
,,,,,,,,,,,,,,,,,,,,,,,12.1,0.623597312
,,,,,,,,,,,,,,,,,,,,,,,12.11,0.623600549
,,,,,,,,,,,,,,,,,,,,,,,12.12,0.623605006
,,,,,,,,,,,,,,,,,,,,,,,12.13,0.623609006
,,,,,,,,,,,,,,,,,,,,,,,12.14,0.623612247
,,,,,,,,,,,,,,,,,,,,,,,12.15,0.623617469
,,,,,,,,,,,,,,,,,,,,,,,12.16,0.623620713
,,,,,,,,,,,,,,,,,,,,,,,12.17,0.623624719
,,,,,,,,,,,,,,,,,,,,,,,12.18,0.623629185
,,,,,,,,,,,,,,,,,,,,,,,12.19,0.623632433
,,,,,,,,,,,,,,,,,,,,,,,12.2,0.623637664
,,,,,,,,,,,,,,,,,,,,,,,12.21,0.623640915
,,,,,,,,,,,,,,,,,,,,,,,12.22,0.623644928
,,,,,,,,,,,,,,,,,,,,,,,12.23,0.623649403
,,,,,,,,,,,,,,,,,,,,,,,12.24,0.623653419
,,,,,,,,,,,,,,,,,,,,,,,12.25,0.623656676
,,,,,,,,,,,,,,,,,,,,,,,12.26,0.623661917
,,,,,,,,,,,,,,,,,,,,,,,12.27,0.623665176
,,,,,,,,,,,,,,,,,,,,,,,12.28,0.623668437
,,,,,,,,,,,,,,,,,,,,,,,12.29,0.623673683
,,,,,,,,,,,,,,,,,,,,,,,12.3,0.623676946
,,,,,,,,,,,,,,,,,,,,,,,12.31,0.623682196
,,,,,,,,,,,,,,,,,,,,,,,12.32,0.623685462
,,,,,,,,,,,,,,,,,,,,,,,12.33,0.623689493
,,,,,,,,,,,,,,,,,,,,,,,12.34,0.623693985
,,,,,,,,,,,,,,,,,,,,,,,12.35,0.623697255
,,,,,,,,,,,,,,,,,,,,,,,12.36,0.62370129
,,,,,,,,,,,,,,,,,,,,,,,12.37,0.623705787
,,,,,,,,,,,,,,,,,,,,,,,12.38,0.623709826
,,,,,,,,,,,,,,,,,,,,,,,12.39,0.623714326
,,,,,,,,,,,,,,,,,,,,,,,12.4,0.623718367
,,,,,,,,,,,,,,,,,,,,,,,12.41,0.623721646
,,,,,,,,,,,,,,,,,,,,,,,12.42,0.623726151
,,,,,,,,,,,,,,,,,,,,,,,12.43,0.623730197
,,,,,,,,,,,,,,,,,,,,,,,12.44,0.62373348
,,,,,,,,,,,,,,,,,,,,,,,12.45,0.623738755
,,,,,,,,,,,,,,,,,,,,,,,12.46,0.62374204
,,,,,,,,,,,,,,,,,,,,,,,12.47,0.623747319
,,,,,,,,,,,,,,,,,,,,,,,12.48,0.623750607
,,,,,,,,,,,,,,,,,,,,,,,12.49,0.623754662
,,,,,,,,,,,,,,,,,,,,,,,12.5,0.623759181
,,,,,,,,,,,,,,,,,,,,,,,12.51,0.623762473
,,,,,,,,,,,,,,,,,,,,,,,12.52,0.623766533
,,,,,,,,,,,,,,,,,,,,,,,12.53,0.623771056
,,,,,,,,,,,,,,,,,,,,,,,12.54,0.623775119
,,,,,,,,,,,,,,,,,,,,,,,12.55,0.623779646
,,,,,,,,,,,,,,,,,,,,,,,12.56,0.623783712
,,,,,,,,,,,,,,,,,,,,,,,12.57,0.623787013
,,,,,,,,,,,,,,,,,,,,,,,12.58,0.623791545
,,,,,,,,,,,,,,,,,,,,,,,12.59,0.623795615
,,,,,,,,,,,,,,,,,,,,,,,12.6,0.623798921
,,,,,,,,,,,,,,,,,,,,,,,12.61,0.623804224
,,,,,,,,,,,,,,,,,,,,,,,12.62,0.623807532
,,,,,,,,,,,,,,,,,,,,,,,12.63,0.623811609
,,,,,,,,,,,,,,,,,,,,,,,12.64,0.623816151
,,,,,,,,,,,,,,,,,,,,,,,12.65,0.623819463
,,,,,,,,,,,,,,,,,,,,,,,12.66,0.623824776
,,,,,,,,,,,,,,,,,,,,,,,12.67,0.623828091
,,,,,,,,,,,,,,,,,,,,,,,12.68,0.623832176
,,,,,,,,,,,,,,,,,,,,,,,12.69,0.623836725
,,,,,,,,,,,,,,,,,,,,,,,12.7,0.623840813
,,,,,,,,,,,,,,,,,,,,,,,12.71,0.623844134
,,,,,,,,,,,,,,,,,,,,,,,12.72,0.623849457
,,,,,,,,,,,,,,,,,,,,,,,12.73,0.623852781
,,,,,,,,,,,,,,,,,,,,,,,12.74,0.623857339
,,,,,,,,,,,,,,,,,,,,,,,12.75,0.623861435
,,,,,,,,,,,,,,,,,,,,,,,12.76,0.623864763
,,,,,,,,,,,,,,,,,,,,,,,12.77,0.623870096
,,,,,,,,,,,,,,,,,,,,,,,12.78,0.623873426
,,,,,,,,,,,,,,,,,,,,,,,12.79,0.623877529
,,,,,,,,,,,,,,,,,,,,,,,12.8,0.623882097
,,,,,,,,,,,,,,,,,,,,,,,12.81,0.623885432
,,,,,,,,,,,,,,,,,,,,,,,12.82,0.623890773
,,,,,,,,,,,,,,,,,,,,,,,12.83,0.623894111
,,,,,,,,,,,,,,,,,,,,,,,12.84,0.623898221
,,,,,,,,,,,,,,,,,,,,,,,12.85,0.623902798
,,,,,,,,,,,,,,,,,,,,,,,12.86,0.623906911
,,,,,,,,,,,,,,,,,,,,,,,12.87,0.623910255
,,,,,,,,,,,,,,,,,,,,,,,12.88,0.623914836
,,,,,,,,,,,,,,,,,,,,,,,12.89,0.623918954
,,,,,,,,,,,,,,,,,,,,,,,12.9,0.623922302
,,,,,,,,,,,,,,,,,,,,,,,12.91,0.62392766
,,,,,,,,,,,,,,,,,,,,,,,12.92,0.623931011
,,,,,,,,,,,,,,,,,,,,,,,12.93,0.623936372
,,,,,,,,,,,,,,,,,,,,,,,12.94,0.623939726
,,,,,,,,,,,,,,,,,,,,,,,12.95,0.623943081
,,,,,,,,,,,,,,,,,,,,,,,12.96,0.623948448
,,,,,,,,,,,,,,,,,,,,,,,12.97,0.623951807
,,,,,,,,,,,,,,,,,,,,,,,12.98,0.623955939
,,,,,,,,,,,,,,,,,,,,,,,12.99,0.623960539
,,,,,,,,,,,,,,,,,,,,,,,13,0.623964674
,,,,,,,,,,,,,,,,,,,,,,,13.01,0.623969277
,,,,,,,,,,,,,,,,,,,,,,,13.02,0.623973416
,,,,,,,,,,,,,,,,,,,,,,,13.03,0.623976783
,,,,,,,,,,,,,,,,,,,,,,,13.04,0.623981391
,,,,,,,,,,,,,,,,,,,,,,,13.05,0.623985535
,,,,,,,,,,,,,,,,,,,,,,,13.06,0.623988906
,,,,,,,,,,,,,,,,,,,,,,,13.07,0.623994293
,,,,,,,,,,,,,,,,,,,,,,,13.08,0.623997667
,,,,,,,,,,,,,,,,,,,,,,,13.09,0.624003058
,,,,,,,,,,,,,,,,,,,,,,,13.1,0.624006435
,,,,,,,,,,,,,,,,,,,,,,,13.11,0.624009814
,,,,,,,,,,,,,,,,,,,,,,,13.12,0.62401521
,,,,,,,,,,,,,,,,,,,,,,,13.13,0.624018592
,,,,,,,,,,,,,,,,,,,,,,,13.14,0.62402275
,,,,,,,,,,,,,,,,,,,,,,,13.15,0.624027376
,,,,,,,,,,,,,,,,,,,,,,,13.16,0.624031538
,,,,,,,,,,,,,,,,,,,,,,,13.17,0.624036168
,,,,,,,,,,,,,,,,,,,,,,,13.18,0.624039557
,,,,,,,,,,,,,,,,,,,,,,,13.19,0.624043723
,,,,,,,,,,,,,,,,,,,,,,,13.2,0.624048358
,,,,,,,,,,,,,,,,,,,,,,,13.21,0.624052527
,,,,,,,,,,,,,,,,,,,,,,,13.22,0.624055922
,,,,,,,,,,,,,,,,,,,,,,,13.23,0.624061339
,,,,,,,,,,,,,,,,,,,,,,,13.24,0.624064736
,,,,,,,,,,,,,,,,,,,,,,,13.25,0.624068912
,,,,,,,,,,,,,,,,,,,,,,,13.26,0.624073558
,,,,,,,,,,,,,,,,,,,,,,,13.27,0.624076959
,,,,,,,,,,,,,,,,,,,,,,,13.28,0.624082386
,,,,,,,,,,,,,,,,,,,,,,,13.29,0.624085791
,,,,,,,,,,,,,,,,,,,,,,,13.3,0.624089974
,,,,,,,,,,,,,,,,,,,,,,,13.31,0.624094629
,,,,,,,,,,,,,,,,,,,,,,,13.32,0.624098816
,,,,,,,,,,,,,,,,,,,,,,,13.33,0.624102226
,,,,,,,,,,,,,,,,,,,,,,,13.34,0.624106886
,,,,,,,,,,,,,,,,,,,,,,,13.35,0.624111078
,,,,,,,,,,,,,,,,,,,,,,,13.36,0.62411574
,,,,,,,,,,,,,,,,,,,,,,,13.37,0.624119936
,,,,,,,,,,,,,,,,,,,,,,,13.38,0.624123354
,,,,,,,,,,,,,,,,,,,,,,,13.39,0.624128801
,,,,,,,,,,,,,,,,,,,,,,,13.4,0.624132222
,,,,,,,,,,,,,,,,,,,,,,,13.41,0.624135644
,,,,,,,,,,,,,,,,,,,,,,,13.42,0.624141097
,,,,,,,,,,,,,,,,,,,,,,,13.43,0.624144522
,,,,,,,,,,,,,,,,,,,,,,,13.44,0.624149979
,,,,,,,,,,,,,,,,,,,,,,,13.45,0.624153407
,,,,,,,,,,,,,,,,,,,,,,,13.46,0.624157617
,,,,,,,,,,,,,,,,,,,,,,,13.47,0.624162299
,,,,,,,,,,,,,,,,,,,,,,,13.48,0.624165732
,,,,,,,,,,,,,,,,,,,,,,,13.49,0.624169947
,,,,,,,,,,,,,,,,,,,,,,,13.5,0.624174634
,,,,,,,,,,,,,,,,,,,,,,,13.51,0.624178852
,,,,,,,,,,,,,,,,,,,,,,,13.52,0.624183542
,,,,,,,,,,,,,,,,,,,,,,,13.53,0.624187764
,,,,,,,,,,,,,,,,,,,,,,,13.54,0.624191206
,,,,,,,,,,,,,,,,,,,,,,,13.55,0.624196683
,,,,,,,,,,,,,,,,,,,,,,,13.56,0.624200128
,,,,,,,,,,,,,,,,,,,,,,,13.57,0.624203574
,,,,,,,,,,,,,,,,,,,,,,,13.58,0.624209057
,,,,,,,,,,,,,,,,,,,,,,,13.59,0.624212506
,,,,,,,,,,,,,,,,,,,,,,,13.6,0.62421674
,,,,,,,,,,,,,,,,,,,,,,,13.61,0.624221445
,,,,,,,,,,,,,,,,,,,,,,,13.62,0.624225682
,,,,,,,,,,,,,,,,,,,,,,,13.63,0.624230392
,,,,,,,,,,,,,,,,,,,,,,,13.64,0.624233848
,,,,,,,,,,,,,,,,,,,,,,,13.65,0.62423809
,,,,,,,,,,,,,,,,,,,,,,,13.66,0.62424282
,,,,,,,,,,,,,,,,,,,,,,,13.67,0.624247117
,,,,,,,,,,,,,,,,,,,,,,,13.68,0.624252671
,,,,,,,,,,,,,,,,,,,,,,,13.69,0.624256971
,,,,,,,,,,,,,,,,,,,,,,,13.7,0.624261273
,,,,,,,,,,,,,,,,,,,,,,,13.71,0.62426683
,,,,,,,,,,,,,,,,,,,,,,,13.72,0.624271134
,,,,,,,,,,,,,,,,,,,,,,,13.73,0.624274654
,,,,,,,,,,,,,,,,,,,,,,,13.74,0.624280216
,,,,,,,,,,,,,,,,,,,,,,,13.75,0.624284523
,,,,,,,,,,,,,,,,,,,,,,,13.76,0.62428883
,,,,,,,,,,,,,,,,,,,,,,,13.77,0.624294396
,,,,,,,,,,,,,,,,,,,,,,,13.78,0.624298706
,,,,,,,,,,,,,,,,,,,,,,,13.79,0.624303017
,,,,,,,,,,,,,,,,,,,,,,,13.8,0.624308587
,,,,,,,,,,,,,,,,,,,,,,,13.81,0.6243129
,,,,,,,,,,,,,,,,,,,,,,,13.82,0.624317215
,,,,,,,,,,,,,,,,,,,,,,,13.83,0.624322788
,,,,,,,,,,,,,,,,,,,,,,,13.84,0.624327105
,,,,,,,,,,,,,,,,,,,,,,,13.85,0.624331423
,,,,,,,,,,,,,,,,,,,,,,,13.86,0.624337
,,,,,,,,,,,,,,,,,,,,,,,13.87,0.624341321
,,,,,,,,,,,,,,,,,,,,,,,13.88,0.624345642
,,,,,,,,,,,,,,,,,,,,,,,13.89,0.624351223
,,,,,,,,,,,,,,,,,,,,,,,13.9,0.624355547
,,,,,,,,,,,,,,,,,,,,,,,13.91,0.624359872
,,,,,,,,,,,,,,,,,,,,,,,13.92,0.624365457
,,,,,,,,,,,,,,,,,,,,,,,13.93,0.624369784
,,,,,,,,,,,,,,,,,,,,,,,13.94,0.624374112
,,,,,,,,,,,,,,,,,,,,,,,13.95,0.624378915
,,,,,,,,,,,,,,,,,,,,,,,13.96,0.624383245
,,,,,,,,,,,,,,,,,,,,,,,13.97,0.624387577
,,,,,,,,,,,,,,,,,,,,,,,13.98,0.624393169
,,,,,,,,,,,,,,,,,,,,,,,13.99,0.624397503
,,,,,,,,,,,,,,,,,,,,,,,14,0.624401838
,,,,,,,,,,,,,,,,,,,,,,,14.01,0.624407435
,,,,,,,,,,,,,,,,,,,,,,,14.02,0.624411772
,,,,,,,,,,,,,,,,,,,,,,,14.03,0.624416111
,,,,,,,,,,,,,,,,,,,,,,,14.04,0.624421711
,,,,,,,,,,,,,,,,,,,,,,,14.05,0.624426052
,,,,,,,,,,,,,,,,,,,,,,,14.06,0.624430394
,,,,,,,,,,,,,,,,,,,,,,,14.07,0.624435999
,,,,,,,,,,,,,,,,,,,,,,,14.08,0.624440343
,,,,,,,,,,,,,,,,,,,,,,,14.09,0.624444688
,,,,,,,,,,,,,,,,,,,,,,,14.1,0.624450297
,,,,,,,,,,,,,,,,,,,,,,,14.11,0.624454644
,,,,,,,,,,,,,,,,,,,,,,,14.12,0.624458993
,,,,,,,,,,,,,,,,,,,,,,,14.13,0.624464606
,,,,,,,,,,,,,,,,,,,,,,,14.14,0.624468957
,,,,,,,,,,,,,,,,,,,,,,,14.15,0.624473309
,,,,,,,,,,,,,,,,,,,,,,,14.16,0.624478925
,,,,,,,,,,,,,,,,,,,,,,,14.17,0.624482491
,,,,,,,,,,,,,,,,,,,,,,,14.18,0.624486847
,,,,,,,,,,,,,,,,,,,,,,,14.19,0.624492467
,,,,,,,,,,,,,,,,,,,,,,,14.2,0.624496825
,,,,,,,,,,,,,,,,,,,,,,,14.21,0.624501184
,,,,,,,,,,,,,,,,,,,,,,,14.22,0.624506808
,,,,,,,,,,,,,,,,,,,,,,,14.23,0.624511169
,,,,,,,,,,,,,,,,,,,,,,,14.24,0.624515532
,,,,,,,,,,,,,,,,,,,,,,,14.25,0.62452116
,,,,,,,,,,,,,,,,,,,,,,,14.26,0.624525525
,,,,,,,,,,,,,,,,,,,,,,,14.27,0.624529891
,,,,,,,,,,,,,,,,,,,,,,,14.28,0.624535523
,,,,,,,,,,,,,,,,,,,,,,,14.29,0.624539891
,,,,,,,,,,,,,,,,,,,,,,,14.3,0.624544261
,,,,,,,,,,,,,,,,,,,,,,,14.31,0.624549897
,,,,,,,,,,,,,,,,,,,,,,,14.32,0.624554269
,,,,,,,,,,,,,,,,,,,,,,,14.33,0.624558642
,,,,,,,,,,,,,,,,,,,,,,,14.34,0.624564281
,,,,,,,,,,,,,,,,,,,,,,,14.35,0.624568657
,,,,,,,,,,,,,,,,,,,,,,,14.36,0.624573033
,,,,,,,,,,,,,,,,,,,,,,,14.37,0.624578677
,,,,,,,,,,,,,,,,,,,,,,,14.38,0.624583056
,,,,,,,,,,,,,,,,,,,,,,,14.39,0.624586645
,,,,,,,,,,,,,,,,,,,,,,,14.4,0.624592292
,,,,,,,,,,,,,,,,,,,,,,,14.41,0.624596675
,,,,,,,,,,,,,,,,,,,,,,,14.42,0.624601058
,,,,,,,,,,,,,,,,,,,,,,,14.43,0.62460671
,,,,,,,,,,,,,,,,,,,,,,,14.44,0.624611095
,,,,,,,,,,,,,,,,,,,,,,,14.45,0.624615482
,,,,,,,,,,,,,,,,,,,,,,,14.46,0.624621138
,,,,,,,,,,,,,,,,,,,,,,,14.47,0.624625527
,,,,,,,,,,,,,,,,,,,,,,,14.48,0.624629917
,,,,,,,,,,,,,,,,,,,,,,,14.49,0.624635577
,,,,,,,,,,,,,,,,,,,,,,,14.5,0.62463997
,,,,,,,,,,,,,,,,,,,,,,,14.51,0.624644363
,,,,,,,,,,,,,,,,,,,,,,,14.52,0.624650027
,,,,,,,,,,,,,,,,,,,,,,,14.53,0.624654423
,,,,,,,,,,,,,,,,,,,,,,,14.54,0.624658821
,,,,,,,,,,,,,,,,,,,,,,,14.55,0.624664488
,,,,,,,,,,,,,,,,,,,,,,,14.56,0.624668888
,,,,,,,,,,,,,,,,,,,,,,,14.57,0.624673289
,,,,,,,,,,,,,,,,,,,,,,,14.58,0.62467896
,,,,,,,,,,,,,,,,,,,,,,,14.59,0.624683363
,,,,,,,,,,,,,,,,,,,,,,,14.6,0.624687768
,,,,,,,,,,,,,,,,,,,,,,,14.61,0.62469265
,,,,,,,,,,,,,,,,,,,,,,,14.62,0.624697057
,,,,,,,,,,,,,,,,,,,,,,,14.63,0.624701464
,,,,,,,,,,,,,,,,,,,,,,,14.64,0.624707144
,,,,,,,,,,,,,,,,,,,,,,,14.65,0.624711554
,,,,,,,,,,,,,,,,,,,,,,,14.66,0.624715965
,,,,,,,,,,,,,,,,,,,,,,,14.67,0.624721649
,,,,,,,,,,,,,,,,,,,,,,,14.68,0.624726063
,,,,,,,,,,,,,,,,,,,,,,,14.69,0.624730477
,,,,,,,,,,,,,,,,,,,,,,,14.7,0.624736165
,,,,,,,,,,,,,,,,,,,,,,,14.71,0.624740582
,,,,,,,,,,,,,,,,,,,,,,,14.72,0.624745
,,,,,,,,,,,,,,,,,,,,,,,14.73,0.624750692
,,,,,,,,,,,,,,,,,,,,,,,14.74,0.624755113
,,,,,,,,,,,,,,,,,,,,,,,14.75,0.624759535
,,,,,,,,,,,,,,,,,,,,,,,14.76,0.62476523
,,,,,,,,,,,,,,,,,,,,,,,14.77,0.624769654
,,,,,,,,,,,,,,,,,,,,,,,14.78,0.62477408
,,,,,,,,,,,,,,,,,,,,,,,14.79,0.624779779
,,,,,,,,,,,,,,,,,,,,,,,14.8,0.624784207
,,,,,,,,,,,,,,,,,,,,,,,14.81,0.624788636
,,,,,,,,,,,,,,,,,,,,,,,14.82,0.624793544
,,,,,,,,,,,,,,,,,,,,,,,14.83,0.624797975
,,,,,,,,,,,,,,,,,,,,,,,14.84,0.624802408
,,,,,,,,,,,,,,,,,,,,,,,14.85,0.624808115
,,,,,,,,,,,,,,,,,,,,,,,14.86,0.62481255
,,,,,,,,,,,,,,,,,,,,,,,14.87,0.624816986
,,,,,,,,,,,,,,,,,,,,,,,14.88,0.624822698
,,,,,,,,,,,,,,,,,,,,,,,14.89,0.624827136
,,,,,,,,,,,,,,,,,,,,,,,14.9,0.624831576
,,,,,,,,,,,,,,,,,,,,,,,14.91,0.624837291
,,,,,,,,,,,,,,,,,,,,,,,14.92,0.624841733
,,,,,,,,,,,,,,,,,,,,,,,14.93,0.624846176
,,,,,,,,,,,,,,,,,,,,,,,14.94,0.624851896
,,,,,,,,,,,,,,,,,,,,,,,14.95,0.624856341
,,,,,,,,,,,,,,,,,,,,,,,14.96,0.624860788
,,,,,,,,,,,,,,,,,,,,,,,14.97,0.624866512
,,,,,,,,,,,,,,,,,,,,,,,14.98,0.624870961
,,,,,,,,,,,,,,,,,,,,,,,14.99,0.624875411
,,,,,,,,,,,,,,,,,,,,,,,15,0.624881139
,,,,,,,,,,,,,,,,,,,,,,,15.01,0.624885591
,,,,,,,,,,,,,,,,,,,,,,,15.02,0.624890045
,,,,,,,,,,,,,,,,,,,,,,,15.03,0.624895777
,,,,,,,,,,,,,,,,,,,,,,,15.04,0.624899435
,,,,,,,,,,,,,,,,,,,,,,,15.05,0.624903893
,,,,,,,,,,,,,,,,,,,,,,,15.06,0.624909628
,,,,,,,,,,,,,,,,,,,,,,,15.07,0.624914088
,,,,,,,,,,,,,,,,,,,,,,,15.08,0.624918549
,,,,,,,,,,,,,,,,,,,,,,,15.09,0.624924289
,,,,,,,,,,,,,,,,,,,,,,,15.1,0.624928752
,,,,,,,,,,,,,,,,,,,,,,,15.11,0.624933216
,,,,,,,,,,,,,,,,,,,,,,,15.12,0.62493896
,,,,,,,,,,,,,,,,,,,,,,,15.13,0.624943427
,,,,,,,,,,,,,,,,,,,,,,,15.14,0.624947895
,,,,,,,,,,,,,,,,,,,,,,,15.15,0.624953643
,,,,,,,,,,,,,,,,,,,,,,,15.16,0.624958114
,,,,,,,,,,,,,,,,,,,,,,,15.17,0.624962585
,,,,,,,,,,,,,,,,,,,,,,,15.18,0.624968337
,,,,,,,,,,,,,,,,,,,,,,,15.19,0.624972811
,,,,,,,,,,,,,,,,,,,,,,,15.2,0.624977287
,,,,,,,,,,,,,,,,,,,,,,,15.21,0.624983043
,,,,,,,,,,,,,,,,,,,,,,,15.22,0.62498752
,,,,,,,,,,,,,,,,,,,,,,,15.23,0.624991999
,,,,,,,,,,,,,,,,,,,,,,,15.24,0.62499776
,,,,,,,,,,,,,,,,,,,,,,,15.25,0.625002241
,,,,,,,,,,,,,,,,,,,,,,,15.26,0.625005923
,,,,,,,,,,,,,,,,,,,,,,,15.27,0.625011687
,,,,,,,,,,,,,,,,,,,,,,,15.28,0.625016172
,,,,,,,,,,,,,,,,,,,,,,,15.29,0.625020658
,,,,,,,,,,,,,,,,,,,,,,,15.3,0.625026426
,,,,,,,,,,,,,,,,,,,,,,,15.31,0.625030914
,,,,,,,,,,,,,,,,,,,,,,,15.32,0.625035404
,,,,,,,,,,,,,,,,,,,,,,,15.33,0.625041176
,,,,,,,,,,,,,,,,,,,,,,,15.34,0.625045668
,,,,,,,,,,,,,,,,,,,,,,,15.35,0.625050162
,,,,,,,,,,,,,,,,,,,,,,,15.36,0.625055938
,,,,,,,,,,,,,,,,,,,,,,,15.37,0.625060434
,,,,,,,,,,,,,,,,,,,,,,,15.38,0.625064931
,,,,,,,,,,,,,,,,,,,,,,,15.39,0.625070711
,,,,,,,,,,,,,,,,,,,,,,,15.4,0.62507521
,,,,,,,,,,,,,,,,,,,,,,,15.41,0.625079711
,,,,,,,,,,,,,,,,,,,,,,,15.42,0.625085496
,,,,,,,,,,,,,,,,,,,,,,,15.43,0.625089999
,,,,,,,,,,,,,,,,,,,,,,,15.44,0.625094503
,,,,,,,,,,,,,,,,,,,,,,,15.45,0.625100292
,,,,,,,,,,,,,,,,,,,,,,,15.46,0.625104798
,,,,,,,,,,,,,,,,,,,,,,,15.47,0.625109306
,,,,,,,,,,,,,,,,,,,,,,,15.48,0.625114296
,,,,,,,,,,,,,,,,,,,,,,,15.49,0.625118806
,,,,,,,,,,,,,,,,,,,,,,,15.5,0.625123317
,,,,,,,,,,,,,,,,,,,,,,,15.51,0.625129114
,,,,,,,,,,,,,,,,,,,,,,,15.52,0.625133628
,,,,,,,,,,,,,,,,,,,,,,,15.53,0.625138143
,,,,,,,,,,,,,,,,,,,,,,,15.54,0.625143944
,,,,,,,,,,,,,,,,,,,,,,,15.55,0.625148461
,,,,,,,,,,,,,,,,,,,,,,,15.56,0.62515298
,,,,,,,,,,,,,,,,,,,,,,,15.57,0.625158785
,,,,,,,,,,,,,,,,,,,,,,,15.58,0.625163306
,,,,,,,,,,,,,,,,,,,,,,,15.59,0.625167828
,,,,,,,,,,,,,,,,,,,,,,,15.6,0.625173638
,,,,,,,,,,,,,,,,,,,,,,,15.61,0.625178163
,,,,,,,,,,,,,,,,,,,,,,,15.62,0.625182688
,,,,,,,,,,,,,,,,,,,,,,,15.63,0.625188502
,,,,,,,,,,,,,,,,,,,,,,,15.64,0.62519303
,,,,,,,,,,,,,,,,,,,,,,,15.65,0.62519756
,,,,,,,,,,,,,,,,,,,,,,,15.66,0.625203378
,,,,,,,,,,,,,,,,,,,,,,,15.67,0.62520791
,,,,,,,,,,,,,,,,,,,,,,,15.68,0.625212443
,,,,,,,,,,,,,,,,,,,,,,,15.69,0.625218265
,,,,,,,,,,,,,,,,,,,,,,,15.7,0.625221995
,,,,,,,,,,,,,,,,,,,,,,,15.71,0.625226532
,,,,,,,,,,,,,,,,,,,,,,,15.72,0.625232358
,,,,,,,,,,,,,,,,,,,,,,,15.73,0.625236897
,,,,,,,,,,,,,,,,,,,,,,,15.74,0.625241437
,,,,,,,,,,,,,,,,,,,,,,,15.75,0.625247268
,,,,,,,,,,,,,,,,,,,,,,,15.76,0.625251811
,,,,,,,,,,,,,,,,,,,,,,,15.77,0.625256355
